company_name,industry,job_title,experience_level,employment_type,posted_date,company_size,city,country,min_salary,max_salary,avg_salary,year,month,day_name,quarter,AWS,Azure,BigQuery,C++,CUDA,Excel,FastAPI,Flask,GCP,Hugging Face,KDB+,Keras,LangChain,MLflow,NumPy,Pandas,Power BI,PyTorch,Python,R,Reinforcement Learning,SQL,Scikit-learn,TensorFlow,skills_count
Obrien-Kelley,E-commerce,Quant Researcher,Mid,Full-time,2024-06-23,Mid,East Katiemouth,Saudi Arabia,133828.0,174215.0,154021.5,2024,June,Sunday,Q2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,6
Hernandez LLC,Automotive,Quant Researcher,Entry,Remote,2025-04-06,Large,Sherrimouth,Gabon,70866.0,151464.0,111165.0,2025,April,Sunday,Q2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,4
Bryan Inc,Tech,Data Scientist,Entry,Contract,2025-08-10,Mid,Nguyenmouth,Slovakia,128320.0,204308.0,166314.0,2025,August,Sunday,Q3,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,7
Anderson PLC,E-commerce,AI Product Manager,Mid,Full-time,2024-06-29,Large,Lake Davidfort,Bangladesh,58910.0,129962.0,94436.0,2024,June,Saturday,Q2,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,5
Evans Group,Finance,NLP Engineer,Senior,Internship,2024-02-19,Startup,Kylieside,Myanmar,127058.0,168678.0,147868.0,2024,February,Monday,Q1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,5
Garcia Inc,E-commerce,Data Scientist,Mid,Contract,2025-03-20,Startup,West Sonya,Guinea,49767.0,101227.0,75497.0,2025,March,Thursday,Q1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5
Bennett Inc,Finance,Quant Researcher,Senior,Contract,2024-05-25,Large,Wrightville,Italy,146173.0,230184.0,188178.5,2024,May,Saturday,Q2,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6
Brown-Jones,Tech,ML Engineer,Entry,Remote,2025-02-21,Large,Johnsonside,Bulgaria,88607.0,183164.0,135885.5,2025,February,Friday,Q1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,6
"Irwin, Flores and Fowler",Retail,ML Engineer,Senior,Contract,2025-02-14,Startup,North Virginia,Uzbekistan,147037.0,178287.0,162662.0,2025,February,Friday,Q1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,9
"Olsen, Turner and Carpenter",Tech,Quant Researcher,Senior,Full-time,2024-02-10,Mid,East Michael,Switzerland,71180.0,170074.0,120627.0,2024,February,Saturday,Q1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4
Gray-Simmons,Automotive,AI Researcher,Entry,Contract,2024-02-02,Large,South Mark,North Macedonia,130422.0,190384.0,160403.0,2024,February,Friday,Q1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,6
Garcia-Obrien,Retail,AI Researcher,Mid,Internship,2025-06-08,Startup,Kimberlychester,Burundi,50046.0,107439.0,78742.5,2025,June,Sunday,Q2,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,8
Travis-Murphy,Finance,Computer Vision Engineer,Entry,Full-time,2025-06-20,Mid,North Dennisview,Cuba,77419.0,146607.0,112013.0,2025,June,Friday,Q2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,5
Perez Inc,Healthcare,NLP Engineer,Entry,Full-time,2023-10-12,Mid,Nicolastown,Singapore,111527.0,151917.0,131722.0,2023,October,Thursday,Q4,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
Owen-Lopez,Automotive,Data Scientist,Mid,Internship,2025-04-22,Startup,Walkerton,Uganda,70421.0,88423.0,79422.0,2025,April,Tuesday,Q2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,6
"Ashley, Owens and Garcia",E-commerce,ML Engineer,Entry,Remote,2025-06-12,Large,Lake Davidport,Papua New Guinea,55816.0,118975.0,87395.5,2025,June,Thursday,Q2,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6
Miranda Group,Retail,NLP Engineer,Entry,Remote,2025-01-05,Startup,Lake Sarahmouth,Burundi,105588.0,129620.0,117604.0,2025,January,Sunday,Q1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,5
Carter Inc,E-commerce,Quant Researcher,Entry,Internship,2025-01-13,Startup,Rosemouth,Luxembourg,46417.0,141320.0,93868.5,2025,January,Monday,Q1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,7
Norton Ltd,Automotive,Computer Vision Engineer,Mid,Remote,2025-04-21,Startup,Crystaltown,Timor-Leste,63705.0,108066.0,85885.5,2025,April,Monday,Q2,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,7
Hernandez-Guerrero,Tech,AI Researcher,Senior,Contract,2025-04-08,Mid,Joshuamouth,Equatorial Guinea,144068.0,203628.0,173848.0,2025,April,Tuesday,Q2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4
"Harris, Braun and Patton",Tech,Quant Researcher,Senior,Internship,2024-03-04,Mid,Port Stacyberg,Monaco,112549.0,169557.0,141053.0,2024,March,Monday,Q1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,8
Tate-Snow,Healthcare,Quant Researcher,Senior,Internship,2024-04-12,Mid,Port Katieborough,Chad,129815.0,228735.0,179275.0,2024,April,Friday,Q2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,5
Conner-Jones,Finance,Quant Researcher,Entry,Remote,2025-08-14,Startup,Jasonmouth,Mexico,119581.0,200017.0,159799.0,2025,August,Thursday,Q3,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,6
Douglas-Ferguson,Retail,NLP Engineer,Entry,Full-time,2025-07-03,Large,Phillipsville,Mongolia,140552.0,177621.0,159086.5,2025,July,Thursday,Q3,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7
"Garcia, Moore and Fox",Automotive,Data Scientist,Mid,Contract,2024-07-28,Startup,Craigmouth,Vietnam,115594.0,164198.0,139896.0,2024,July,Sunday,Q3,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,6
Cooper-Bruce,E-commerce,AI Product Manager,Entry,Contract,2024-07-24,Startup,Andrewborough,Malawi,79445.0,122162.0,100803.5,2024,July,Wednesday,Q3,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,6
Mcintyre-Wagner,Retail,ML Engineer,Entry,Contract,2025-02-02,Large,West Karamouth,Cyprus,112049.0,152307.0,132178.0,2025,February,Sunday,Q1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,8
Jones-George,Tech,ML Engineer,Senior,Remote,2024-06-14,Mid,South Kayla,Montenegro,142574.0,189997.0,166285.5,2024,June,Friday,Q2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,7
Tapia Group,Retail,Data Analyst,Entry,Remote,2025-08-08,Large,West Stuart,Australia,104565.0,186039.0,145302.0,2025,August,Friday,Q3,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,8
Carpenter Group,Healthcare,Quant Researcher,Mid,Internship,2023-12-11,Large,Gonzalezville,Croatia,90596.0,113378.0,101987.0,2023,December,Monday,Q4,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,5
Deleon-Lyons,E-commerce,NLP Engineer,Entry,Contract,2024-10-20,Startup,Josefurt,Tonga,84913.0,135327.0,110120.0,2024,October,Sunday,Q4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,4
Petersen-Fuentes,Retail,AI Product Manager,Senior,Internship,2024-11-28,Large,West Curtiston,Afghanistan,99425.0,166183.0,132804.0,2024,November,Thursday,Q4,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,4
Bryant PLC,E-commerce,Computer Vision Engineer,Senior,Internship,2023-10-21,Large,Austinville,Mauritania,128680.0,166841.0,147760.5,2023,October,Saturday,Q4,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,7
"Long, Harrington and Bryant",Finance,NLP Engineer,Mid,Internship,2023-10-03,Startup,Lake Megan,Mongolia,96520.0,170352.0,133436.0,2023,October,Tuesday,Q4,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,8
Vaughn and Sons,E-commerce,Data Scientist,Senior,Contract,2023-11-10,Startup,South Samanthabury,Argentina,120985.0,185014.0,152999.5,2023,November,Friday,Q4,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,5
"Johnson, Yates and Lee",Tech,ML Engineer,Senior,Internship,2024-08-29,Large,Maryview,Malawi,46096.0,121946.0,84021.0,2024,August,Thursday,Q3,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4
Esparza-Chen,Education,AI Product Manager,Senior,Contract,2025-09-01,Mid,Robertsport,Seychelles,49743.0,85665.0,67704.0,2025,September,Monday,Q3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,5
Hall-Lynn,Retail,ML Engineer,Entry,Remote,2025-07-10,Mid,New Kimberlyland,South Africa,60561.0,83066.0,71813.5,2025,July,Thursday,Q3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,6
Gutierrez-Flores,Automotive,ML Engineer,Mid,Contract,2023-10-22,Mid,Crawfordtown,Paraguay,123480.0,196377.0,159928.5,2023,October,Sunday,Q4,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,8
Stanley-Stone,E-commerce,AI Researcher,Entry,Remote,2024-02-27,Large,Silvafort,Mozambique,49134.0,62088.0,55611.0,2024,February,Tuesday,Q1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
"Jones, Allen and Horton",Finance,AI Researcher,Entry,Full-time,2023-12-10,Startup,New Stevenfurt,Jordan,146383.0,199913.0,173148.0,2023,December,Sunday,Q4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,5
White-Everett,Education,Quant Researcher,Entry,Internship,2023-12-12,Startup,Tracyborough,Egypt,44419.0,65350.0,54884.5,2023,December,Tuesday,Q4,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,5
Mayo-Mullins,Automotive,AI Product Manager,Senior,Internship,2024-05-05,Startup,Lake Michaelberg,Saint Vincent and the Grenadines,48848.0,60982.0,54915.0,2024,May,Sunday,Q2,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,9
Wiggins and Sons,Healthcare,Computer Vision Engineer,Mid,Full-time,2025-07-05,Startup,Yvettefort,Austria,93385.0,188098.0,140741.5,2025,July,Saturday,Q3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,4
"Larson, Vasquez and Bishop",Finance,AI Product Manager,Entry,Full-time,2024-10-22,Startup,East Lorifort,Jordan,139966.0,204232.0,172099.0,2024,October,Tuesday,Q4,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,8
Carter-Pittman,E-commerce,Data Scientist,Senior,Contract,2025-05-20,Large,Baileyburgh,Madagascar,97543.0,186865.0,142204.0,2025,May,Tuesday,Q2,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,7
Holmes-Sloan,Retail,ML Engineer,Entry,Full-time,2025-04-04,Startup,Port Carmen,Solomon Islands,74682.0,90118.0,82400.0,2025,April,Friday,Q2,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,6
"Stevens, Smith and Mendez",Retail,AI Product Manager,Entry,Internship,2024-04-20,Large,Perkinstown,Tunisia,48904.0,148883.0,98893.5,2024,April,Saturday,Q2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,6
Pope Inc,Education,NLP Engineer,Senior,Full-time,2024-01-28,Mid,Pattonton,Kazakhstan,77036.0,123121.0,100078.5,2024,January,Sunday,Q1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,6
"Davis, Brown and Burke",E-commerce,Computer Vision Engineer,Entry,Contract,2023-12-23,Large,South Nathanielville,Papua New Guinea,99727.0,180257.0,139992.0,2023,December,Saturday,Q4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
Evans-Scott,Retail,Computer Vision Engineer,Senior,Full-time,2024-01-06,Mid,Pearsonberg,Tunisia,100434.0,145432.0,122933.0,2024,January,Saturday,Q1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,7
Owen Ltd,Finance,Data Analyst,Senior,Full-time,2024-06-05,Mid,Sherriside,Senegal,113410.0,124488.0,118949.0,2024,June,Wednesday,Q2,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,8
"Lynn, Davenport and Gonzales",E-commerce,Data Analyst,Entry,Remote,2024-05-08,Mid,South Ryan,Iraq,145218.0,225247.0,185232.5,2024,May,Wednesday,Q2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,6
Colon Ltd,Retail,ML Engineer,Mid,Internship,2023-10-03,Large,Angelamouth,Iraq,99985.0,118835.0,109410.0,2023,October,Tuesday,Q4,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,7
Barnett-Boyer,Finance,Data Scientist,Entry,Full-time,2025-06-02,Startup,Lake Michelle,Malawi,56177.0,123724.0,89950.5,2025,June,Monday,Q2,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,8
Sanchez Inc,Tech,AI Product Manager,Entry,Full-time,2024-09-26,Large,Trevorhaven,Belize,133484.0,224807.0,179145.5,2024,September,Thursday,Q3,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,7
"Anderson, Ortiz and Stanley",E-commerce,Data Analyst,Senior,Remote,2024-09-01,Mid,Lake Andre,Egypt,144347.0,187223.0,165785.0,2024,September,Sunday,Q3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
Parker PLC,Finance,NLP Engineer,Mid,Internship,2024-07-18,Large,North Laurenmouth,Myanmar,83798.0,121933.0,102865.5,2024,July,Thursday,Q3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,4
Hernandez-Taylor,Automotive,Computer Vision Engineer,Senior,Internship,2025-03-14,Large,Shortburgh,Costa Rica,143575.0,159996.0,151785.5,2025,March,Friday,Q1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6
Cantu and Sons,Retail,Quant Researcher,Senior,Remote,2025-01-31,Startup,West Mary,Tajikistan,95811.0,171383.0,133597.0,2025,January,Friday,Q1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,6
"Harrington, Clark and Carter",E-commerce,Computer Vision Engineer,Entry,Contract,2024-01-24,Large,Warrenbury,Samoa,103575.0,118168.0,110871.5,2024,January,Wednesday,Q1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,5
"Hernandez, Myers and Ward",Finance,NLP Engineer,Mid,Full-time,2025-06-15,Startup,Danielville,Niger,40745.0,127343.0,84044.0,2025,June,Sunday,Q2,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,7
Price-Kelley,Healthcare,Quant Researcher,Mid,Remote,2023-10-11,Large,Thomasfort,Honduras,66473.0,78077.0,72275.0,2023,October,Wednesday,Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,4
Lopez Group,Tech,NLP Engineer,Senior,Internship,2025-05-04,Large,West Toddmouth,Vatican City,114324.0,162850.0,138587.0,2025,May,Sunday,Q2,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,9
Kidd LLC,Retail,AI Product Manager,Senior,Contract,2024-11-02,Large,Jillport,United States,81604.0,133314.0,107459.0,2024,November,Saturday,Q4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,7
"Williams, Poole and Anderson",Healthcare,Quant Researcher,Senior,Internship,2024-09-09,Mid,North Paige,Bahamas,89096.0,179857.0,134476.5,2024,September,Monday,Q3,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,7
Mcdowell-Davis,E-commerce,Computer Vision Engineer,Mid,Remote,2023-11-06,Large,Lake Aliciaberg,Monaco,56260.0,87654.0,71957.0,2023,November,Monday,Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,7
"Pineda, Williams and George",E-commerce,AI Researcher,Entry,Internship,2025-02-08,Mid,Port Richard,Kenya,49558.0,70064.0,59811.0,2025,February,Saturday,Q1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,5
Peck-Olson,Education,AI Product Manager,Mid,Full-time,2024-11-03,Large,Johnsonport,Ireland,81542.0,177339.0,129440.5,2024,November,Sunday,Q4,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,9
"Johnson, Hodge and Shaffer",Tech,AI Product Manager,Entry,Full-time,2025-07-25,Startup,Port Jonathan,Greece,102091.0,163622.0,132856.5,2025,July,Friday,Q3,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6
Carlson Group,E-commerce,NLP Engineer,Senior,Remote,2023-12-28,Startup,Michaelfort,Ukraine,121879.0,190776.0,156327.5,2023,December,Thursday,Q4,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,6
"Davis, Bailey and Hebert",E-commerce,Quant Researcher,Senior,Internship,2025-04-22,Mid,Rayport,Gambia,100499.0,194235.0,147367.0,2025,April,Tuesday,Q2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,8
"Aguirre, Collins and Manning",Automotive,Data Scientist,Mid,Remote,2023-10-03,Startup,Lake Ryan,Russia,93170.0,133713.0,113441.5,2023,October,Tuesday,Q4,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,7
"Freeman, Foley and Smith",Education,Quant Researcher,Senior,Remote,2025-08-17,Startup,Michaelview,Saint Vincent and the Grenadines,93116.0,182505.0,137810.5,2025,August,Sunday,Q3,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,7
Acevedo-Frazier,Healthcare,Data Analyst,Senior,Contract,2024-01-04,Mid,Ellisport,Cyprus,134605.0,155059.0,144832.0,2024,January,Thursday,Q1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,6
Davis PLC,Finance,Computer Vision Engineer,Entry,Contract,2024-08-05,Startup,South Katherineton,Libya,135040.0,211350.0,173195.0,2024,August,Monday,Q3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,6
Ford-Taylor,Healthcare,Computer Vision Engineer,Entry,Internship,2025-03-29,Startup,Lake Melissa,Maldives,70699.0,105545.0,88122.0,2025,March,Saturday,Q1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,6
Sanchez LLC,Retail,Computer Vision Engineer,Entry,Internship,2025-06-14,Large,South Jilltown,Iraq,49914.0,109366.0,79640.0,2025,June,Saturday,Q2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4
Armstrong Inc,Healthcare,AI Researcher,Mid,Contract,2024-08-10,Startup,Davisstad,Honduras,104664.0,167187.0,135925.5,2024,August,Saturday,Q3,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,9
Gilbert Inc,E-commerce,Data Analyst,Mid,Full-time,2024-12-01,Mid,New Megantown,Bhutan,82848.0,132371.0,107609.5,2024,December,Sunday,Q4,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,7
Miller Ltd,Retail,Data Scientist,Mid,Internship,2025-09-10,Large,North Dianaton,Russia,49582.0,66937.0,58259.5,2025,September,Wednesday,Q3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,5
Moore-Garner,Automotive,Data Scientist,Senior,Internship,2024-01-02,Startup,Hollyborough,Mexico,90272.0,169247.0,129759.5,2024,January,Tuesday,Q1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4
Jenkins-Good,Tech,Data Analyst,Entry,Remote,2024-01-24,Mid,Contreraston,Saint Lucia,124573.0,216693.0,170633.0,2024,January,Wednesday,Q1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,7
Vance Ltd,Finance,Quant Researcher,Entry,Full-time,2024-12-28,Startup,Wardbury,Rwanda,121683.0,156490.0,139086.5,2024,December,Saturday,Q4,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5
"Sellers, Williams and Ortiz",Automotive,Computer Vision Engineer,Entry,Contract,2023-11-08,Startup,Matthewshire,Solomon Islands,140647.0,193727.0,167187.0,2023,November,Wednesday,Q4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4
"Rodgers, Martinez and Zhang",E-commerce,Data Analyst,Mid,Internship,2023-11-25,Startup,North Shane,Liberia,68266.0,125443.0,96854.5,2023,November,Saturday,Q4,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7
Simon LLC,Retail,Data Scientist,Senior,Full-time,2024-04-23,Startup,West Michaelborough,Belgium,141644.0,203839.0,172741.5,2024,April,Tuesday,Q2,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,8
Flynn-Franco,Tech,AI Product Manager,Senior,Full-time,2024-02-17,Large,North Grant,Mauritania,110260.0,191166.0,150713.0,2024,February,Saturday,Q1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,6
Floyd-Smith,E-commerce,Computer Vision Engineer,Entry,Contract,2024-07-20,Mid,East Willie,Bolivia,56178.0,73901.0,65039.5,2024,July,Saturday,Q3,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,7
"Bailey, Mccullough and Moon",Tech,Quant Researcher,Senior,Contract,2024-01-28,Large,Davidhaven,Chile,148430.0,222122.0,185276.0,2024,January,Sunday,Q1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,8
"Kerr, Austin and Smith",E-commerce,Quant Researcher,Senior,Remote,2024-09-29,Large,Port Charles,Gambia,130221.0,187925.0,159073.0,2024,September,Sunday,Q3,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,9
"Potter, Chapman and Christensen",Retail,Computer Vision Engineer,Entry,Full-time,2024-04-21,Large,Colemanfort,San Marino,89082.0,125755.0,107418.5,2024,April,Sunday,Q2,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,8
Francis-Jones,Retail,NLP Engineer,Senior,Contract,2025-03-08,Startup,North Jacqueline,El Salvador,140456.0,219981.0,180218.5,2025,March,Saturday,Q1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,6
"Stephens, Garcia and Yoder",Automotive,Computer Vision Engineer,Entry,Internship,2025-04-13,Large,South Caitlynchester,Netherlands,75664.0,174496.0,125080.0,2025,April,Sunday,Q2,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,7
Robbins-Burke,Finance,Computer Vision Engineer,Entry,Internship,2024-06-16,Large,Sherrichester,Brunei,74698.0,171496.0,123097.0,2024,June,Sunday,Q2,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,8
"Hall, Savage and Walker",Education,Data Scientist,Entry,Internship,2023-09-21,Startup,Bowersberg,Slovakia,135994.0,178112.0,157053.0,2023,September,Thursday,Q3,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,8
Smith-Cross,Healthcare,AI Product Manager,Mid,Remote,2025-09-19,Mid,Anthonybury,Ethiopia,67828.0,84015.0,75921.5,2025,September,Friday,Q3,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,7
Martinez-Stephens,Education,AI Product Manager,Mid,Remote,2024-01-02,Mid,South Michellebury,Greece,134744.0,214025.0,174384.5,2024,January,Tuesday,Q1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,6
"Barton, Wilson and Russell",Education,Data Scientist,Entry,Contract,2024-01-19,Large,Kristiemouth,Denmark,123053.0,215790.0,169421.5,2024,January,Friday,Q1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4
"Brown, Bernard and Flores",Retail,Data Scientist,Entry,Contract,2024-05-06,Mid,West Andrew,Moldova,129888.0,146706.0,138297.0,2024,May,Monday,Q2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,7
Mendoza-Flores,E-commerce,AI Product Manager,Senior,Contract,2024-08-09,Large,West Andrew,Indonesia,134151.0,186280.0,160215.5,2024,August,Friday,Q3,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,6
Bowman PLC,E-commerce,AI Product Manager,Senior,Remote,2024-09-06,Startup,Nicholshaven,Croatia,87836.0,151813.0,119824.5,2024,September,Friday,Q3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
"Turner, Hernandez and White",Retail,ML Engineer,Mid,Internship,2024-04-20,Mid,North Alicia,Iraq,98287.0,153537.0,125912.0,2024,April,Saturday,Q2,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6
